channel,model,shell_absolute_error,shell_persistence_absolute_error,shell_skill,source_snapshot,target_snapshot
vel1,Differential LocalNO,0.0616615387824749,0.04901941403774765,-0.2579003644350404,172,173
vel2,Differential LocalNO,5.979003401336274e-05,0.0006616542517989127,0.909635532680694,172,173
vel3,Differential LocalNO,0.003679251219744541,0.0006837581817200054,-4.380924598941283,172,173
Bcc1,Index-space DISCO3D LocalNO,3.72826354072024,53.17510967014391,0.9298870549802827,172,173
Bcc2,Index-space DISCO3D LocalNO,0.30358511091878115,0.051548690448419435,-4.889288520773461,172,173
Bcc3,Index-space DISCO3D LocalNO,33.12865196949004,5.057906066058701,-5.549874896214722,172,173
rho,Index-space DISCO3D LocalNO,365.9776466291191,10.99550330793128,-32.284301443948635,172,173
press,Index-space DISCO3D LocalNO,17077867.995071538,0.8001013554074546,-21344629.751655918,172,173
vel1,Index-space DISCO3D LocalNO,0.04253119264239863,0.04901941403774765,0.13236023976852784,172,173
vel2,Index-space DISCO3D LocalNO,6.396643634988529e-05,0.0006616542517989127,0.9033234711694625,172,173
vel3,Index-space DISCO3D LocalNO,0.001847603033980865,0.0006837581817200054,-1.702129324921843,172,173
Bcc1,Anisotropic spherical DISCO3D LocalNO,3.712741156959024,53.17510967014391,0.930178965685451,172,173
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.18730593919103014,0.051548690448419435,-2.6335731822024053,172,173
Bcc3,Anisotropic spherical DISCO3D LocalNO,4.062955764958263,5.057906066058701,0.19671189779048992,172,173
rho,Anisotropic spherical DISCO3D LocalNO,99.11280442562774,10.99550330793128,-8.013939757913189,172,173
press,Anisotropic spherical DISCO3D LocalNO,283.03133165957695,0.8001013554074546,-352.7443471964151,172,173
vel1,Anisotropic spherical DISCO3D LocalNO,0.04797889161044629,0.04901941403774765,0.021226741439628327,172,173
vel2,Anisotropic spherical DISCO3D LocalNO,0.00010835405572094602,0.0006616542517989127,0.8362376491553529,172,173
vel3,Anisotropic spherical DISCO3D LocalNO,0.0013650281016543656,0.0006837581817200054,-0.9963609038221877,172,173
Bcc1,Persistence,0.10722035088096694,54.83430153734187,0.9980446481878145,173,174
Bcc2,Persistence,0.02390328921829313,0.023903325840049672,1.5320778700145254e-06,173,174
Bcc3,Persistence,0.5346866855104943,0.5347878852317767,0.00018923338407073054,173,174
rho,Persistence,17.187091090523808,17.187205797597834,6.673980365246024e-06,173,174
press,Persistence,0.3533081115608851,0.3532349386578847,-0.00020715080812339082,173,174
vel1,Persistence,0.01179873555731652,0.055910235523511966,0.7889700258487591,173,174
vel2,Persistence,2.7119346660869338e-05,0.000703499381681847,0.9614507882067566,173,174
vel3,Persistence,0.0011731809200655609,0.0011731779144094063,-2.5619781258701124e-06,173,174
Bcc1,FNO,4.203599643250116,54.83430153734187,0.9233399619326329,173,174
Bcc2,FNO,0.07913672885991582,0.023903325840049672,-2.310699498030663,173,174
Bcc3,FNO,12.291662392004037,0.5347878852317767,-21.98418257301554,173,174
rho,FNO,133392299997.4577,17.187205797597834,-7761139393.519919,173,174
press,FNO,77.86040385611055,0.3532349386578847,-219.4210154067459,173,174
vel1,FNO,0.026520798132373007,0.055910235523511966,0.5256539722280333,173,174
vel2,FNO,9.778252572109806e-05,0.000703499381681847,0.8610055271302007,173,174
vel3,FNO,0.0010604365440390823,0.0011731779144094063,0.09609912442570956,173,174
Bcc1,3D CNN/U-Net,3.914693619036828,54.83430153734187,0.928608671775076,173,174
Bcc2,3D CNN/U-Net,1.7876297125968013,0.023903325840049672,-73.78581535301058,173,174
Bcc3,3D CNN/U-Net,3.3488601556837834,0.5347878852317767,-5.262034440500442,173,174
rho,3D CNN/U-Net,1787.536947032142,17.187205797597834,-103.00392990476537,173,174
press,3D CNN/U-Net,1887726240873.3445,0.3532349386578847,-5344109640018.631,173,174
vel1,3D CNN/U-Net,0.08871490929715271,0.055910235523511966,-0.5867382504558647,173,174
vel2,3D CNN/U-Net,0.00010377559895951218,0.000703499381681847,0.8524865811375453,173,174
vel3,3D CNN/U-Net,0.003994087921290516,0.0011731779144094063,-2.4045031637858565,173,174
Bcc1,Differential LocalNO,3.825025126251155,54.83430153734187,0.9302439345626327,173,174
Bcc2,Differential LocalNO,0.24030140531404567,0.023903325840049672,-9.053053157624793,173,174
Bcc3,Differential LocalNO,0.9028391947534874,0.5347878852317767,-0.6882192354866035,173,174
rho,Differential LocalNO,46289.52414174406,17.187205797597834,-2692.2547784011354,173,174
press,Differential LocalNO,36792.78782422052,0.3532349386578847,-104158.53745689662,173,174
vel1,Differential LocalNO,0.06198772896751374,0.055910235523511966,-0.10870090936114907,173,174
vel2,Differential LocalNO,5.142038596494319e-05,0.000703499381681847,0.9269077026876511,173,174
vel3,Differential LocalNO,0.004787190213317067,0.0011731779144094063,-3.0805321635525367,173,174
Bcc1,Index-space DISCO3D LocalNO,3.6090214679061403,54.83430153734187,0.9341831414511879,173,174
Bcc2,Index-space DISCO3D LocalNO,0.5253047667803832,0.023903325840049672,-20.976220811090762,173,174
Bcc3,Index-space DISCO3D LocalNO,44.926781336763646,0.5347878852317767,-83.00859962879004,173,174
rho,Index-space DISCO3D LocalNO,263.34425336538646,17.187205797597834,-14.32210974061838,173,174
press,Index-space DISCO3D LocalNO,36989639604.65732,0.3532349386578847,-104716820326.00209,173,174
vel1,Index-space DISCO3D LocalNO,0.04217113164723791,0.055910235523511966,0.24573503845277744,173,174
